p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,pl_mw,ql_mvar,i_from_ka,i_to_ka,i_ka,vm_from_pu,va_from_degree,vm_to_pu,va_to_degree,loading_percent
5905.328448597409,338.2045308772003,-5887.425347897642,-502.3947863489541,17.903100699767492,-164.1902554717538,8.2620233139972,8.3008535883596,8.3008535883596,1.0333515497853847,7.147798321614873,1.0274425249311028,4.983151029316422,51.75095753341397
5905.328448597409,338.2045308772003,-5887.425347897642,-502.3947863489541,17.903100699767492,-164.1902554717538,8.2620233139972,8.3008535883596,8.3008535883596,1.0333515497853847,7.147798321614873,1.0274425249311028,4.983151029316422,51.75095753341397
67.66128655707584,-348.60379467662983,-67.65218783612897,281.1510171096543,0.009098720946866479,-67.45277756697556,0.4960133916755032,0.4034746165147923,0.4960133916755032,1.0333515497853847,7.147798321614873,1.034487602527995,7.132617414388834,3.092352815932065
67.66128655707584,-348.60379467662983,-67.65218783612897,281.1510171096543,0.009098720946866479,-67.45277756697556,0.4960133916755032,0.4034746165147923,0.4960133916755032,1.0333515497853847,7.147798321614873,1.034487602527995,7.132617414388834,3.092352815932065
-11607.245554001314,561.801409015439,11664.204613527774,-524.622882473026,56.959059526459896,37.17852654241301,16.231870278024083,16.24426029744697,16.24426029744697,1.0333515497853847,7.147798321614873,1.0374648801978419,8.280280217922412,101.27344325091627
-11607.245554001329,507.25739708601236,11664.204613527785,-579.6019914008532,56.95905952645626,-72.34459431484083,16.228365507591665,16.247876801032675,16.247876801032675,1.0333515497853847,7.147798321614873,1.0374648801978419,8.280280217922412,101.2959900313758
-12330.157867825365,-276.27798795874264,12349.918655601152,465.5094536446627,19.76078777578732,189.23146568592006,17.226970766642108,17.221694091451102,17.226970766642108,1.0333515497853847,7.147798321614873,1.0358000047627418,8.606698747760474,98.55246434005782
-12330.157867825357,-276.59833257742025,12349.918655601161,465.1875891586683,19.760787775803692,188.58925658124804,17.226980795903618,17.221677203277466,17.226980795903618,1.0333515497853847,7.147798321614873,1.0358000047627418,8.606698747760474,107.40012965027195
-1072.0394164352113,-282.8008175154067,1072.3365987378902,135.86481184214398,0.29718230267894796,-146.93600567326274,1.5611851811142405,1.5168709460536423,1.5611851811142405,1.0250478833700767,4.720960120390029,1.0285372450388812,5.635728246561758,10.722425694465937
-1073.2500310556295,-313.84758688092694,1073.6702150316746,89.68925752144747,0.4201839760451094,-224.15832935947947,1.574540351827289,1.5119599349919843,1.574540351827289,1.0250478833700767,4.720960120390029,1.0285372450388812,5.635728246561758,10.814150768044566
11716.488629034677,-537.0888021801273,-11696.857729677824,687.3584123467322,19.63089935685275,150.26961016660482,16.51537829350954,16.50765994711724,16.51537829350954,1.0250478833700767,4.720960120390029,1.024499255134359,3.4703759233169107,131.91196720055544
11716.488629034686,-540.5772030828124,-11696.857729677842,683.8737445829329,19.630899356843656,143.2965415001205,16.515603956085428,16.50737267326043,16.515603956085428,1.0250478833700767,4.720960120390029,1.024499255134359,3.4703759233169107,129.43263288468202
8370.47783837592,138.58843292677386,-8367.976381362869,40.51133797547152,2.5014570130515494,179.09977090224538,11.788132181996312,11.788408839451195,11.788408839451195,1.0250478833700767,4.720960120390029,1.0245890896303658,3.2655645118786536,61.52614216832565
8370.47783837592,138.58843292677386,-8367.976381362869,40.51133797547152,2.5014570130515494,179.09977090224538,11.788132181996312,11.788408839451195,11.788408839451195,1.0250478833700767,4.720960120390029,1.0245890896303658,3.2655645118786536,61.52614216832565
